Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
529,5.0,3.3,1.5,0.3,Iris-setosa
530,5.9,2.5,4.1,1.2,Iris-versicolor
531,5.4,3.8,1.6,0.3,Iris-setosa
532,6.6,3.1,5.4,1.6,Iris-virginica
533,4.7,3.1,1.8,0.3,Iris-setosa
534,6.5,3.3,4.8,1.7,Iris-versicolor
535,6.6,3.0,5.2,1.7,Iris-versicolor
536,6.6,3.1,4.5,1.5,Iris-versicolor
537,6.5,2.5,5.6,1.7,Iris-virginica
538,5.1,4.0,1.6,0.4,Iris-setosa
539,5.4,3.7,1.3,0.2,Iris-setosa
540,6.0,2.6,5.5,2.2,Iris-virginica
541,5.6,2.5,5.1,2.1,Iris-virginica
542,5.9,2.5,4.4,1.2,Iris-versicolor
543,7.1,3.2,5.8,2.1,Iris-virginica
544,7.4,3.4,6.0,2.4,Iris-virginica
545,6.6,3.0,6.1,2.5,Iris-virginica
546,4.9,2.4,2.7,0.9,Iris-versicolor
547,6.3,2.2,4.0,1.1,Iris-versicolor
548,7.2,2.9,6.3,1.6,Iris-virginica
549,5.6,2.5,4.3,1.3,Iris-versicolor
550,4.9,3.3,1.3,0.1,Iris-setosa
551,4.8,3.2,1.2,0.3,Iris-setosa
552,6.2,2.9,5.4,2.1,Iris-virginica
553,5.4,3.7,1.6,0.1,Iris-setosa
554,6.8,2.8,4.8,1.4,Iris-versicolor
555,6.0,2.7,4.4,1.2,Iris-versicolor
556,6.7,2.9,5.5,2.0,Iris-virginica
557,6.6,2.9,5.0,1.5,Iris-versicolor
558,6.3,2.7,5.8,1.9,Iris-virginica
559,6.4,2.8,5.5,2.3,Iris-virginica
560,6.9,3.0,5.2,1.6,Iris-versicolor
561,5.8,2.4,3.9,1.1,Iris-versicolor
562,7.6,3.6,6.6,2.6,Iris-virginica
563,5.0,3.2,1.9,0.3,Iris-setosa
564,6.2,3.1,5.3,2.2,Iris-virginica
565,7.3,2.8,5.8,2.1,Iris-virginica
566,4.4,3.0,1.5,0.2,Iris-setosa
567,6.2,2.9,4.1,1.3,Iris-versicolor
568,5.9,2.9,5.2,2.0,Iris-virginica
569,5.2,3.5,1.7,0.4,Iris-setosa
570,4.9,3.3,1.7,0.4,Iris-setosa
571,6.3,2.7,4.2,1.2,Iris-versicolor
572,7.2,3.6,5.9,2.2,Iris-virginica
573,7.4,3.2,6.4,2.5,Iris-virginica
574,6.3,2.8,5.6,2.0,Iris-virginica
575,7.1,3.8,6.4,2.3,Iris-virginica
576,7.0,3.6,6.0,2.7,Iris-virginica
577,8.2,3.2,6.4,1.8,Iris-virginica
578,5.6,2.5,4.6,1.7,Iris-virginica
579,5.3,2.6,3.6,1.1,Iris-versicolor
580,6.2,2.7,5.1,1.7,Iris-virginica
581,6.2,3.1,4.3,1.4,Iris-versicolor
582,5.0,3.5,1.6,0.3,Iris-setosa
583,5.6,2.7,4.1,1.3,Iris-versicolor
584,4.9,2.5,1.7,0.2,Iris-setosa
585,4.9,3.5,1.2,0.2,Iris-setosa
586,6.6,3.4,4.6,1.6,Iris-versicolor
587,5.8,2.6,4.4,1.2,Iris-versicolor
588,7.3,3.5,6.3,2.4,Iris-virginica
589,5.9,2.7,4.9,1.5,Iris-versicolor
590,4.9,3.4,1.4,0.1,Iris-setosa
591,4.8,3.3,1.1,0.3,Iris-setosa
592,6.1,2.8,4.5,1.4,Iris-versicolor
593,5.6,2.5,4.1,1.1,Iris-versicolor
594,6.8,3.6,6.1,2.5,Iris-virginica
595,7.3,2.8,5.0,1.5,Iris-versicolor
596,5.6,3.0,5.0,1.9,Iris-virginica
597,5.9,2.7,4.9,1.9,Iris-virginica
598,4.9,3.2,1.3,0.3,Iris-setosa
599,5.4,3.7,1.7,0.2,Iris-setosa
600,5.1,3.5,1.6,0.5,Iris-setosa
601,5.4,4.0,1.3,0.2,Iris-setosa
602,6.9,2.9,5.4,2.0,Iris-virginica
603,6.5,3.3,5.6,2.3,Iris-virginica
604,5.7,4.4,1.5,0.5,Iris-setosa
605,6.1,2.9,5.2,1.6,Iris-versicolor
606,5.1,3.4,1.4,0.2,Iris-setosa
607,5.0,3.4,1.3,0.2,Iris-setosa
608,5.9,2.6,4.4,1.3,Iris-versicolor
609,7.2,2.8,6.0,2.3,Iris-virginica
610,6.4,3.3,5.5,2.0,Iris-virginica
611,6.0,2.7,5.1,2.0,Iris-virginica
612,5.2,4.0,1.2,0.1,Iris-setosa
613,4.9,4.0,1.5,0.3,Iris-setosa
614,5.4,2.7,4.1,1.1,Iris-versicolor
615,5.2,3.7,1.5,0.4,Iris-setosa
616,6.5,3.1,4.6,1.4,Iris-versicolor
617,5.1,2.2,4.3,1.8,Iris-virginica
618,6.4,3.8,4.7,1.8,Iris-versicolor
619,5.5,2.7,4.0,1.4,Iris-versicolor
620,5.1,3.4,1.7,0.2,Iris-setosa
621,6.3,3.5,5.3,1.8,Iris-versicolor
622,4.9,3.1,1.5,0.4,Iris-setosa
623,7.2,3.6,5.9,2.0,Iris-virginica
624,5.8,2.8,4.1,1.3,Iris-versicolor
625,5.5,3.7,1.7,0.2,Iris-setosa
626,7.5,3.2,6.4,2.6,Iris-virginica
627,5.2,4.0,1.4,0.2,Iris-setosa
628,5.4,4.0,1.4,0.3,Iris-setosa
629,5.7,2.9,4.6,1.3,Iris-versicolor
630,6.7,3.2,4.9,1.6,Iris-versicolor
631,5.0,3.3,1.3,0.0,Iris-setosa
632,4.8,3.5,1.6,0.3,Iris-setosa
633,6.0,2.9,5.1,2.3,Iris-virginica
634,5.0,4.0,1.5,0.4,Iris-setosa
635,6.5,3.3,6.0,2.5,Iris-virginica
636,6.4,2.7,5.3,1.9,Iris-virginica
637,5.0,3.8,1.5,0.4,Iris-setosa
638,6.3,2.9,5.5,2.1,Iris-virginica
639,6.0,2.9,4.0,1.2,Iris-versicolor
640,4.8,3.6,1.4,0.3,Iris-setosa
641,4.5,3.4,1.0,0.0,Iris-setosa
642,5.1,2.2,3.2,1.0,Iris-versicolor
643,7.1,3.3,5.2,1.5,Iris-versicolor
644,5.8,2.8,4.3,1.3,Iris-versicolor
645,4.6,3.4,1.1,0.1,Iris-setosa
646,6.1,2.5,5.2,1.5,Iris-virginica
647,7.7,3.4,6.2,2.4,Iris-virginica
648,5.3,3.6,1.4,0.2,Iris-setosa
649,6.2,3.5,4.6,1.5,Iris-versicolor
650,5.7,2.6,3.7,1.1,Iris-versicolor
651,4.8,3.6,1.4,0.1,Iris-setosa
652,7.1,3.8,5.7,2.5,Iris-virginica
653,5.4,3.5,1.7,0.4,Iris-setosa
654,4.9,3.3,1.7,0.1,Iris-setosa
655,5.9,3.1,5.3,2.2,Iris-virginica
656,6.9,3.2,6.1,2.4,Iris-virginica
657,4.9,3.2,1.5,0.4,Iris-setosa
658,6.3,3.5,5.8,2.4,Iris-virginica
659,6.9,3.6,5.9,2.8,Iris-virginica
660,5.2,3.7,1.6,0.3,Iris-setosa
661,5.7,3.8,1.6,0.2,Iris-setosa
662,5.6,3.0,4.3,1.6,Iris-versicolor
663,5.5,3.4,1.9,0.4,Iris-setosa
664,5.0,3.7,1.5,0.2,Iris-setosa
665,6.7,2.6,4.6,1.5,Iris-versicolor
666,5.3,3.3,1.5,0.4,Iris-setosa
667,5.8,2.8,4.9,1.6,Iris-virginica
668,4.9,3.6,1.4,0.3,Iris-setosa
669,5.1,3.9,1.7,0.3,Iris-setosa
670,5.3,2.7,4.2,1.4,Iris-versicolor
671,7.0,3.4,5.6,1.8,Iris-virginica
672,6.8,3.0,5.8,2.1,Iris-virginica
673,6.7,3.2,5.3,2.2,Iris-virginica
674,5.9,2.8,4.5,1.6,Iris-versicolor
675,8.3,3.3,7.3,2.6,Iris-virginica
676,6.6,2.9,5.5,1.9,Iris-virginica
677,4.4,2.9,1.3,0.2,Iris-setosa
678,4.8,2.6,3.2,1.2,Iris-versicolor
679,5.7,2.8,4.4,1.4,Iris-versicolor
680,4.8,2.1,2.9,0.7,Iris-versicolor
681,4.9,3.4,1.3,0.3,Iris-setosa
682,4.9,3.5,1.3,0.1,Iris-setosa
683,7.5,3.8,6.3,2.4,Iris-virginica
684,5.9,2.9,4.0,1.4,Iris-versicolor
685,5.7,2.6,4.4,1.4,Iris-versicolor
686,5.4,2.9,4.5,2.6,Iris-virginica
687,5.8,3.2,3.9,1.2,Iris-versicolor
688,5.2,3.6,1.4,0.2,Iris-setosa
689,7.2,3.1,6.4,2.2,Iris-virginica
690,5.4,3.9,1.5,0.3,Iris-setosa
691,7.1,3.2,5.8,1.8,Iris-virginica
692,6.2,2.7,4.1,1.2,Iris-versicolor
693,4.9,3.5,1.3,0.0,Iris-setosa
694,6.5,2.7,5.1,2.3,Iris-virginica
695,6.4,2.7,5.6,2.0,Iris-virginica
696,4.7,2.9,1.8,0.2,Iris-setosa
697,5.8,2.8,5.2,1.9,Iris-virginica
698,5.8,1.8,3.9,1.0,Iris-versicolor
699,6.6,3.0,6.1,2.3,Iris-virginica
700,5.3,3.4,1.8,0.4,Iris-setosa
701,6.0,2.9,4.0,1.4,Iris-versicolor
702,6.5,2.9,4.9,1.5,Iris-versicolor
703,7.1,2.9,5.7,2.0,Iris-virginica
704,5.8,2.8,3.6,1.0,Iris-versicolor
705,6.2,2.7,4.1,1.3,Iris-versicolor
706,6.2,2.8,5.7,2.0,Iris-virginica
707,5.1,2.7,4.2,1.4,Iris-versicolor
708,5.6,3.1,5.0,1.7,Iris-virginica
709,5.5,3.8,1.5,0.3,Iris-setosa
710,6.7,2.7,5.9,1.8,Iris-virginica
711,5.9,2.7,4.9,1.7,Iris-virginica
712,5.2,3.7,1.3,0.1,Iris-setosa
713,6.3,3.3,4.8,1.7,Iris-versicolor
714,4.9,3.3,1.7,0.2,Iris-setosa
715,6.2,2.8,5.2,1.7,Iris-virginica
716,6.7,2.4,6.0,2.3,Iris-virginica
717,6.8,3.1,4.7,1.4,Iris-versicolor
718,6.3,2.5,4.5,1.5,Iris-versicolor
719,6.8,3.0,5.8,1.4,Iris-virginica
720,7.1,3.5,5.9,2.3,Iris-virginica
721,6.6,2.2,5.3,1.7,Iris-virginica
722,5.4,2.3,3.3,0.9,Iris-versicolor
723,5.5,2.5,4.0,1.4,Iris-versicolor
724,4.9,3.1,1.5,0.4,Iris-setosa
725,7.2,3.8,5.9,2.1,Iris-virginica
726,6.0,2.8,4.1,1.2,Iris-versicolor
727,6.0,2.4,4.5,1.6,Iris-virginica
728,6.2,2.3,4.5,1.3,Iris-versicolor
729,4.9,3.5,1.6,0.2,Iris-setosa
730,6.4,2.8,5.0,1.6,Iris-versicolor
731,6.4,3.3,5.6,2.3,Iris-virginica
732,7.3,3.3,6.0,2.4,Iris-virginica
733,4.4,2.4,1.5,0.2,Iris-setosa
734,6.7,3.4,5.5,2.1,Iris-virginica
735,6.2,3.0,5.4,2.1,Iris-virginica
736,5.3,3.5,1.4,0.3,Iris-setosa
737,4.9,3.4,1.2,0.2,Iris-setosa
738,4.6,2.9,1.4,0.2,Iris-setosa
739,6.0,2.5,4.6,1.2,Iris-versicolor
740,6.7,2.9,5.5,1.9,Iris-virginica
741,6.1,2.1,4.0,1.1,Iris-versicolor
742,4.8,2.9,1.9,0.1,Iris-setosa
743,5.1,3.9,1.4,0.4,Iris-setosa
744,4.6,3.0,1.4,0.2,Iris-setosa
745,4.2,2.7,1.6,0.2,Iris-setosa
746,5.1,3.3,1.6,0.4,Iris-setosa
747,5.7,2.9,4.0,1.1,Iris-versicolor
748,5.4,2.4,3.5,0.9,Iris-versicolor
749,5.2,3.3,1.3,0.3,Iris-setosa
750,7.1,3.2,5.8,2.2,Iris-virginica
751,5.0,2.4,4.5,1.8,Iris-virginica
752,5.1,3.8,1.6,0.2,Iris-setosa
753,6.2,3.2,5.0,1.6,Iris-versicolor
754,7.0,2.9,6.1,2.2,Iris-virginica
755,4.9,3.6,1.5,0.2,Iris-setosa
756,7.3,3.3,5.9,1.8,Iris-versicolor
757,4.9,3.6,1.4,0.3,Iris-setosa
758,6.2,2.3,5.2,2.0,Iris-virginica
759,5.2,3.9,1.3,0.3,Iris-setosa
760,5.8,2.9,4.3,1.3,Iris-versicolor
761,4.3,2.9,1.6,0.3,Iris-setosa
762,5.2,3.8,1.5,0.3,Iris-setosa
763,5.1,2.6,3.9,1.4,Iris-versicolor
764,7.9,3.6,6.3,2.0,Iris-virginica
765,5.1,3.7,1.4,0.2,Iris-setosa
766,5.8,3.0,5.1,2.2,Iris-virginica
767,5.5,4.1,1.8,0.4,Iris-setosa
768,5.9,2.9,4.3,1.4,Iris-versicolor
769,4.5,2.7,1.3,0.2,Iris-setosa
770,5.0,2.2,3.8,1.3,Iris-versicolor
771,7.3,3.0,6.2,1.9,Iris-virginica
772,5.5,2.7,3.9,1.2,Iris-versicolor
773,7.3,2.6,5.5,2.1,Iris-virginica
774,5.1,3.3,1.0,0.3,Iris-setosa
775,6.2,2.4,4.4,1.4,Iris-versicolor
776,5.9,3.2,4.3,1.3,Iris-versicolor
777,5.4,3.3,1.8,0.5,Iris-setosa
778,4.5,3.1,1.6,0.3,Iris-setosa
779,6.5,3.0,4.8,1.4,Iris-versicolor
780,5.8,2.7,4.0,1.3,Iris-versicolor
781,5.3,2.1,3.0,0.9,Iris-versicolor
782,6.5,2.9,5.3,2.0,Iris-virginica
783,7.1,3.2,6.0,2.3,Iris-virginica
784,6.3,3.3,4.8,1.5,Iris-versicolor
785,6.6,2.7,5.5,1.3,Iris-virginica
786,6.7,3.1,5.7,2.1,Iris-virginica
787,6.7,3.3,4.8,1.7,Iris-versicolor
788,8.3,3.0,7.0,2.2,Iris-virginica
789,4.9,3.4,1.5,0.4,Iris-setosa
790,6.9,2.5,6.2,2.3,Iris-virginica
791,7.2,3.3,6.1,2.3,Iris-virginica
792,5.0,2.1,3.6,0.9,Iris-versicolor
793,6.2,2.7,5.2,1.5,Iris-virginica
794,4.2,2.7,1.4,0.1,Iris-setosa
795,5.8,4.1,1.8,0.3,Iris-setosa
796,5.7,2.9,4.1,1.4,Iris-versicolor
797,7.0,2.8,5.7,1.7,Iris-virginica
798,6.5,3.1,4.7,1.5,Iris-versicolor
799,4.9,3.2,1.5,0.2,Iris-setosa
800,5.0,3.3,1.4,0.3,Iris-setosa
801,6.1,2.7,4.0,1.2,Iris-versicolor
802,5.9,3.1,5.1,2.0,Iris-virginica
803,5.9,3.0,5.1,2.0,Iris-virginica
804,5.3,3.9,1.5,0.4,Iris-setosa
805,5.0,2.5,3.5,1.1,Iris-versicolor
806,6.0,3.1,4.4,1.6,Iris-versicolor
807,6.2,3.3,4.4,1.5,Iris-versicolor
808,7.2,2.7,5.6,1.8,Iris-virginica
809,6.7,2.9,4.9,1.5,Iris-versicolor
810,5.2,3.7,1.5,0.1,Iris-setosa
811,4.6,3.5,1.7,0.4,Iris-setosa
812,5.0,3.0,1.1,0.0,Iris-setosa
813,4.7,3.1,1.4,0.1,Iris-setosa
814,6.3,3.1,5.0,2.0,Iris-virginica
815,7.3,3.5,6.4,2.1,Iris-virginica
816,5.4,3.3,1.3,0.4,Iris-setosa
817,6.9,3.3,5.1,1.5,Iris-versicolor
818,5.1,2.0,3.4,1.0,Iris-versicolor
819,6.4,2.4,5.6,1.8,Iris-virginica
820,4.6,3.7,1.5,0.3,Iris-setosa
821,5.5,3.8,1.3,0.3,Iris-setosa
822,5.3,2.8,4.2,1.5,Iris-versicolor
823,5.7,2.3,4.8,1.8,Iris-virginica
824,6.2,3.0,4.3,1.2,Iris-versicolor
825,6.8,2.7,5.5,1.8,Iris-virginica
826,7.7,3.0,6.2,2.0,Iris-virginica
827,5.5,2.9,4.2,1.5,Iris-versicolor
828,6.4,3.1,4.8,1.6,Iris-versicolor
829,4.9,3.8,1.4,0.2,Iris-setosa
830,5.7,3.2,4.8,2.0,Iris-virginica
831,6.5,3.2,5.8,2.4,Iris-virginica
832,5.4,3.7,1.5,0.4,Iris-setosa
833,5.8,2.8,4.8,2.2,Iris-virginica
834,6.3,2.7,5.6,1.7,Iris-virginica
835,5.4,3.9,1.6,0.3,Iris-setosa
836,6.2,3.4,4.8,1.7,Iris-versicolor
837,6.2,2.8,4.7,1.6,Iris-versicolor
838,6.2,2.4,4.1,1.2,Iris-versicolor
839,7.0,3.3,5.7,2.1,Iris-virginica
840,5.8,2.6,4.1,1.2,Iris-versicolor
841,7.0,3.0,6.1,2.2,Iris-virginica
842,7.5,3.2,5.8,2.2,Iris-virginica
843,6.7,3.4,4.9,1.7,Iris-versicolor
844,4.7,3.0,1.5,0.2,Iris-setosa
845,6.1,3.1,5.4,2.3,Iris-virginica
846,6.5,3.1,4.6,2.1,Iris-virginica
847,5.4,3.6,1.4,0.3,Iris-setosa
848,5.5,2.7,4.7,2.1,Iris-virginica
849,6.4,3.1,4.9,1.8,Iris-virginica
850,6.5,3.1,5.6,2.2,Iris-virginica
851,4.3,2.7,1.4,0.2,Iris-setosa
852,5.6,3.0,4.7,1.6,Iris-virginica
853,5.0,3.3,1.5,0.1,Iris-setosa
854,5.4,3.8,1.4,0.2,Iris-setosa
855,5.9,3.0,4.3,1.3,Iris-versicolor
856,4.9,3.4,1.4,0.2,Iris-setosa
857,5.2,4.1,1.2,0.1,Iris-setosa
858,6.5,3.2,4.4,1.6,Iris-versicolor
859,5.0,3.2,1.3,0.3,Iris-setosa
860,6.3,2.9,5.2,1.6,Iris-virginica
861,6.6,2.8,4.4,1.2,Iris-versicolor
862,5.0,3.2,1.7,0.2,Iris-setosa
863,6.0,2.9,4.9,1.8,Iris-virginica
864,5.4,2.5,3.7,1.1,Iris-versicolor
865,5.6,2.7,4.2,1.2,Iris-versicolor
866,5.9,4.1,1.5,0.3,Iris-setosa
867,6.7,2.8,5.3,1.7,Iris-virginica
868,5.0,3.7,1.3,0.1,Iris-setosa
869,4.8,3.5,1.5,0.3,Iris-setosa
870,6.8,3.2,4.5,1.3,Iris-versicolor
871,6.1,2.5,3.9,1.1,Iris-versicolor
872,5.0,3.5,1.6,0.2,Iris-setosa
873,5.4,4.1,1.4,0.2,Iris-setosa
874,5.2,2.4,4.1,1.0,Iris-versicolor
875,5.7,2.3,4.8,1.8,Iris-virginica
876,6.0,2.7,4.2,1.2,Iris-versicolor
877,5.1,3.2,1.5,0.1,Iris-setosa
878,7.3,2.8,5.8,1.8,Iris-virginica
879,6.5,3.0,5.8,2.9,Iris-virginica
880,4.7,3.5,1.4,0.1,Iris-setosa
881,6.7,3.4,5.9,2.2,Iris-virginica
882,6.7,2.9,4.6,1.5,Iris-versicolor
883,5.4,4.0,1.7,0.4,Iris-setosa
884,5.1,2.7,1.5,0.3,Iris-setosa
885,6.9,3.2,5.0,1.6,Iris-versicolor
886,6.6,3.1,5.8,2.5,Iris-virginica
887,6.1,3.1,5.0,1.7,Iris-versicolor
888,5.6,3.6,1.5,0.4,Iris-setosa
889,5.2,3.6,1.5,0.3,Iris-setosa
890,5.8,2.7,4.2,1.1,Iris-versicolor
891,5.7,2.5,4.3,1.2,Iris-versicolor
892,6.2,3.1,4.1,1.4,Iris-versicolor
893,6.0,3.2,4.9,1.8,Iris-virginica
894,4.9,3.2,1.4,0.1,Iris-setosa
895,6.3,2.7,4.6,1.6,Iris-versicolor
896,6.1,3.0,5.1,2.0,Iris-virginica
897,5.4,2.2,4.0,1.1,Iris-versicolor
898,4.7,3.1,1.6,0.3,Iris-setosa
899,4.7,3.0,1.2,0.2,Iris-setosa
900,5.5,4.2,1.6,0.3,Iris-setosa
901,6.5,3.2,4.3,1.6,Iris-versicolor
902,4.8,3.6,1.3,0.4,Iris-setosa
903,5.0,3.2,1.3,0.3,Iris-setosa
904,5.3,3.6,1.4,0.2,Iris-setosa
905,6.5,2.4,5.6,1.6,Iris-virginica
906,5.8,2.6,4.1,1.3,Iris-versicolor
907,5.7,2.4,4.3,1.3,Iris-versicolor
908,6.2,2.7,4.6,1.3,Iris-versicolor
909,5.1,4.0,1.4,0.3,Iris-setosa
910,5.9,3.9,1.7,0.4,Iris-setosa
911,5.1,2.5,3.9,1.2,Iris-versicolor
912,6.3,3.2,4.8,1.6,Iris-versicolor
913,5.4,2.4,3.5,1.0,Iris-versicolor
914,6.4,2.9,5.5,1.7,Iris-virginica
915,4.4,2.9,1.5,0.3,Iris-setosa
916,5.8,2.7,3.9,1.2,Iris-versicolor
917,4.9,3.6,1.6,0.2,Iris-setosa
918,5.5,2.6,4.0,1.3,Iris-versicolor
919,5.3,4.2,1.7,0.3,Iris-setosa
920,7.7,2.8,6.0,1.8,Iris-virginica
921,5.4,3.6,1.7,0.2,Iris-setosa
922,4.6,3.2,1.6,0.3,Iris-setosa
923,5.1,3.6,1.7,0.3,Iris-setosa
924,7.6,3.8,6.0,2.6,Iris-virginica
925,6.7,3.1,5.5,1.8,Iris-virginica
926,6.6,2.8,4.4,1.5,Iris-versicolor
927,5.0,3.7,1.2,0.1,Iris-setosa
928,5.0,3.4,1.5,0.1,Iris-setosa
929,6.3,3.0,4.4,1.3,Iris-versicolor
930,6.6,2.9,5.2,1.6,Iris-versicolor
931,7.4,3.3,6.2,2.0,Iris-virginica
932,6.6,2.9,4.4,1.3,Iris-versicolor
933,6.1,3.1,5.0,2.2,Iris-virginica
934,4.9,3.2,1.8,0.3,Iris-setosa
935,5.4,2.4,4.7,2.0,Iris-virginica
936,7.3,2.7,6.2,1.8,Iris-virginica
937,5.6,2.6,3.8,1.1,Iris-versicolor
938,5.7,3.7,1.5,0.4,Iris-setosa
939,7.3,3.1,6.2,2.5,Iris-virginica
940,5.5,2.4,4.4,1.4,Iris-versicolor
941,5.4,2.2,3.8,1.1,Iris-versicolor
942,5.8,4.2,1.6,0.3,Iris-setosa
943,4.8,3.5,1.6,0.5,Iris-setosa
944,4.8,3.2,1.1,0.1,Iris-setosa
945,6.8,3.1,4.7,1.4,Iris-versicolor
946,5.1,2.1,3.7,1.0,Iris-versicolor
947,4.9,3.4,1.2,0.1,Iris-setosa
948,6.6,3.1,5.9,1.7,Iris-virginica
949,5.9,2.7,5.3,1.7,Iris-virginica
950,6.0,2.9,4.3,1.3,Iris-versicolor
951,7.1,2.8,6.3,2.1,Iris-virginica
952,5.4,3.8,1.3,0.2,Iris-setosa
953,4.8,3.5,1.3,0.3,Iris-setosa
954,5.3,2.8,3.8,1.2,Iris-versicolor
955,5.0,3.6,1.6,0.1,Iris-setosa
956,6.1,2.9,4.1,1.3,Iris-versicolor
957,5.1,3.4,1.6,0.1,Iris-setosa
958,6.6,2.8,4.4,1.6,Iris-versicolor
959,5.1,3.5,1.3,0.3,Iris-setosa
960,5.1,3.2,1.6,0.3,Iris-setosa
961,5.5,3.6,1.8,0.3,Iris-setosa
962,4.8,3.0,1.4,0.3,Iris-setosa
963,4.7,3.0,1.6,0.3,Iris-setosa
964,6.0,3.1,4.7,1.5,Iris-versicolor
965,6.2,3.3,5.1,2.4,Iris-virginica
966,5.8,2.6,3.9,1.5,Iris-versicolor
967,6.4,3.2,4.8,1.9,Iris-versicolor
968,7.2,3.3,6.1,1.8,Iris-virginica
969,7.0,3.3,5.7,2.1,Iris-virginica
970,7.8,3.0,6.8,2.3,Iris-virginica
971,6.7,3.1,5.9,1.8,Iris-virginica
972,7.1,2.9,5.7,1.8,Iris-virginica
973,5.5,4.1,1.4,0.2,Iris-setosa
974,5.1,3.5,1.3,0.1,Iris-setosa
975,6.2,2.6,4.6,1.5,Iris-virginica
976,4.8,3.6,1.1,0.2,Iris-setosa
977,5.1,3.6,1.5,0.2,Iris-setosa
978,6.0,2.4,5.2,1.8,Iris-virginica
979,6.4,2.8,4.3,1.6,Iris-versicolor
980,5.5,4.2,1.6,0.3,Iris-setosa
981,7.7,3.4,6.3,2.5,Iris-virginica
982,5.7,2.8,4.5,1.5,Iris-versicolor
983,6.0,2.7,4.9,1.6,Iris-virginica
984,6.7,2.9,5.2,1.5,Iris-versicolor
985,6.2,3.1,5.4,2.2,Iris-virginica
986,5.4,3.7,1.5,0.3,Iris-setosa
987,7.0,2.6,6.3,2.0,Iris-virginica
988,5.3,3.8,1.5,0.3,Iris-setosa
989,6.0,3.2,4.4,1.4,Iris-versicolor
990,7.0,3.0,6.5,2.4,Iris-virginica
991,5.4,2.4,4.4,2.1,Iris-virginica
992,7.0,3.1,5.8,2.2,Iris-virginica
993,6.4,2.7,5.1,1.6,Iris-versicolor
994,4.6,2.9,1.4,0.4,Iris-setosa
995,5.8,4.2,1.5,0.2,Iris-setosa
996,5.5,2.4,4.5,1.2,Iris-versicolor
997,6.9,3.2,5.9,2.3,Iris-virginica
998,5.3,3.8,2.0,0.4,Iris-setosa
999,4.7,2.8,1.1,0.0,Iris-setosa
1000,6.1,3.3,5.2,1.7,Iris-versicolor
1001,6.3,2.5,5.0,1.4,Iris-versicolor
1002,5.5,3.0,3.9,1.3,Iris-versicolor
1003,4.4,2.9,1.5,0.2,Iris-setosa
1004,4.8,3.5,1.4,0.3,Iris-setosa
1005,8.1,3.4,6.8,2.3,Iris-virginica
1006,7.0,3.2,5.9,2.2,Iris-virginica
1007,7.1,2.9,5.8,1.7,Iris-virginica
1008,6.8,2.7,5.4,1.6,Iris-virginica
1009,5.1,3.0,1.5,0.3,Iris-setosa
1010,6.3,2.8,5.7,2.1,Iris-virginica
1011,5.1,3.8,1.7,0.2,Iris-setosa
1012,5.0,2.3,3.8,1.2,Iris-versicolor
1013,5.4,4.1,1.4,0.4,Iris-setosa
1014,4.5,3.6,1.5,0.3,Iris-setosa
1015,5.7,2.8,4.8,1.7,Iris-virginica
1016,6.0,3.2,5.2,2.3,Iris-virginica
1017,4.9,3.2,1.0,0.2,Iris-setosa
1018,6.0,2.6,4.4,1.1,Iris-versicolor
1019,6.9,3.1,4.6,1.5,Iris-versicolor
1020,5.2,4.1,1.4,0.4,Iris-setosa
1021,6.4,3.8,5.2,1.9,Iris-versicolor
1022,7.3,3.3,6.3,2.1,Iris-virginica
1023,5.0,3.4,1.6,0.2,Iris-setosa
1024,5.3,3.3,1.6,0.2,Iris-setosa
1025,6.7,2.5,5.9,2.1,Iris-virginica
1026,6.6,2.8,5.4,2.0,Iris-virginica
1027,5.8,2.6,4.7,1.6,Iris-virginica
1028,5.6,2.7,3.8,1.1,Iris-versicolor
1029,5.4,3.5,1.5,0.3,Iris-setosa
1030,6.8,2.8,5.9,2.2,Iris-virginica
1031,6.6,2.6,4.8,1.4,Iris-versicolor
1032,4.9,3.2,1.3,0.2,Iris-setosa
1033,5.6,2.9,4.0,1.2,Iris-versicolor
1034,6.4,3.4,5.7,2.2,Iris-virginica
1035,5.6,2.6,4.2,1.2,Iris-versicolor
1036,6.7,2.5,4.9,1.6,Iris-versicolor
1037,6.3,2.9,4.1,1.4,Iris-versicolor
1038,4.9,3.3,1.6,0.2,Iris-setosa
1039,5.3,3.7,1.3,0.4,Iris-setosa
1040,5.6,2.8,5.2,2.2,Iris-virginica
1041,5.0,3.5,1.5,0.4,Iris-setosa
1042,6.4,2.6,5.2,1.9,Iris-virginica
1043,7.4,3.0,6.4,2.2,Iris-virginica
1044,7.1,3.3,6.4,2.5,Iris-virginica
1045,4.8,3.4,1.5,0.2,Iris-setosa
1046,6.0,2.8,4.5,1.3,Iris-versicolor
1047,5.0,2.6,4.1,1.3,Iris-versicolor
1048,5.7,2.9,4.9,1.7,Iris-virginica
1049,5.2,3.3,1.3,0.2,Iris-setosa
1050,5.1,3.7,1.5,0.2,Iris-setosa
1051,7.1,3.7,5.8,3.0,Iris-virginica
1052,6.1,2.8,4.4,1.3,Iris-versicolor
1053,5.3,3.4,1.6,0.4,Iris-setosa
1054,5.0,3.3,1.6,0.3,Iris-setosa
1055,4.8,3.2,1.2,0.0,Iris-setosa
1056,5.2,3.4,1.6,0.1,Iris-setosa
